Name,Action,Protocol,Src-Address,Src-Port,Dst-Address,Dst-Port
Deny_UDP_4444,None,udp,0.0.0.0/0,0.0.0.0/0,1025-65535,4444
Deny_UDP_4996,deny,udp,0.0.0.0/0,0.0.0.0/0,1025-65535,4996
Deny_UDP_69,deny,udp,0.0.0.0/0,0.0.0.0/0,1025-65535,69
Deny_IP_10.0.0.0,deny,ip,10.0.0.0/24,0.0.0.0/0, , 
Deny_IP_127.0.0.0,deny,ip,127.0.0.0/24,0.0.0.0/0, , 
Deny_IP_169.254.0.0,deny,ip,169.254.0.0/16,0.0.0.0/0, , 
Deny_IP_192.0.0.0,deny,ip,192.0.0.0/8,0.0.0.0/0, , 
Permit_UDP_0.0.0.0,permit,udp,0.0.0.0/0,255.255.255.255/32,68,67
Permit_icmp_170.70.18.0_reply,permit,icmp,170.70.18.0/24,0.0.0.0/0,any,any
Permit_icmp_170.70.18.0_request,permit,icmp,170.70.18.0/24,0.0.0.0/0,any,any
Deny_icmp_Any,deny,icmp,0.0.0.0/0,0.0.0.0/0,any,any
Permit_igmp_224.77.0.0,permit,igmp,170.70.18.0/24,224.77.0.0/16,any,any
Permit_igmp_239.0.0.0,permit,igmp,170.70.18.0/24,239.0.0.0/8,any,any
Deny_igmp_Any,deny,igmp,0.0.0.0/0,0.0.0.0/0,any,any
Permit_TCP_170.70.49.150,permit,tcp,170.70.18.252/32,170.70.49.150/32,any,any
Permit_TCP_170.70.13.30,permit,tcp,170.70.18.252/32,170.70.13.30/32,any,any
Permit_UDP_170.70.13.30,permit,udp,170.70.18.252/32,170.70.13.30/32,any,any
Permit_TCP_170.70.13.50,permit,tcp,170.70.18.252/32,170.70.13.50/32,any,any
Permit_UDP_170.70.13.50,permit,udp,170.70.18.252/32,170.70.13.50/32,any,any
Permit_TCP_170.70.13.29,permit,tcp,170.70.18.252/32,170.70.13.29/32,any,any
Permit_UDP_170.70.13.29,permit,udp,170.70.18.252/32,170.70.13.29/32,any,any
Permit_TCP_170.70.13.199,permit,tcp,170.70.18.252/32,170.70.13.199/32,any,any
Permit_UDP_170.70.13.199,permit,udp,170.70.18.252/32,170.70.13.199/32,any,any
Permit_IP_170.70.130.164,permit,ip,170.70.18.252/32,170.70.130.164/32, , 
Deny_IP_170.70.18.252_Any,deny,ip,170.70.18.252/32,0.0.0.0/0, , 
Permit_ESP_170.70.18.0_170.70,permit,esp,170.70.18.0/24,170.70.0.0/16,any,any
Permit_TCP_170.70.18.0_170.70,permit,tcp,170.70.18.0/24,170.70.0.0/16,any,any
Permit_UDP_170.70.18.0_170.70,permit,udp,170.70.18.0/24,170.70.0.0/16,any,any
Deny_IP_170.70.18.0_170.70,deny,ip,170.70.18.0/24,170.70.0.0/16, , 
Permit_TCP_170.70.18.0_172.16,permit,tcp,170.70.18.0/24,172.16.0.0/16,any,any
Permit_UDP_170.70.18.0_172.16,permit,udp,170.70.18.0/24,172.16.0.0/16,any,any
Deny_IP_170.70.18.0_172.16,deny,ip,170.70.18.0/24,172.16.0.0/16, , 
Permit_TCP_170.70.18.0_172.17,permit,tcp,170.70.18.0/24,172.17.0.0/16,any,any
Permit_UDP_170.70.18.0_172.17,permit,udp,170.70.18.0/24,172.17.0.0/16,any,any
Deny_IP_170.70.18.0_172.17,deny,ip,170.70.18.0/24,172.17.0.0/16, , 
Permit_TCP_170.70.18.0_172.18,permit,tcp,170.70.18.0/24,172.18.0.0/16,any,any
Permit_UDP_170.70.18.0_172.18,permit,udp,170.70.18.0/24,172.18.0.0/16,any,any
Deny_IP_170.70.18.0_172.18,deny,ip,170.70.18.0/24,172.18.0.0/16, , 
Permit_TCP_170.70.18.0_172.24,permit,tcp,170.70.18.0/24,172.24.0.0/16,any,any
Permit_UDP_170.70.18.0_172.24,permit,udp,170.70.18.0/24,172.24.0.0/16,any,any
Deny_IP_170.70.18.0_172.24,deny,ip,170.70.18.0/24,172.24.0.0/16, , 
Deny_IP_170.70.18.1,deny,ip,170.70.18.1/32,0.0.0.0/0, , 
Deny_IP_170.70.18.2,deny,ip,170.70.18.2/32,0.0.0.0/0, , 
Deny_IP_170.70.18.3,deny,ip,170.70.18.3/32,0.0.0.0/0, , 
Deny_IP_170.70.18.4,deny,ip,170.70.18.4/32,0.0.0.0/0, , 
Deny_IP_170.70.18.7,deny,ip,170.70.18.7/32,0.0.0.0/0, , 
Deny_IP_170.70.18.9,deny,ip,170.70.18.9/32,0.0.0.0/0, , 
Deny_IP_170.70.18.21,deny,ip,170.70.18.21/32,0.0.0.0/0, , 
Deny_IP_170.70.18.27,deny,ip,170.70.18.27/32,0.0.0.0/0, , 
Deny_IP_170.70.18.38,deny,ip,170.70.18.38/32,0.0.0.0/0, , 
Deny_IP_170.70.18.40,deny,ip,170.70.18.40/32,0.0.0.0/0, , 
Deny_IP_170.70.18.72,deny,ip,170.70.18.72/32,0.0.0.0/0, , 
Deny_IP_170.70.18.94,deny,ip,170.70.18.94/32,0.0.0.0/0, , 
Deny_IP_170.70.18.123,deny,ip,170.70.18.123/32,0.0.0.0/0, , 
Deny_IP_170.70.18.130,deny,ip,170.70.18.130/32,0.0.0.0/0, , 
Deny_IP_170.70.18.135,deny,ip,170.70.18.135/32,0.0.0.0/0, , 
Deny_IP_170.70.18.171,deny,ip,170.70.18.171/32,0.0.0.0/0, , 
Deny_IP_170.70.18.195,deny,ip,170.70.18.195/32,0.0.0.0/0, , 
Deny_IP_170.70.18.200,deny,ip,170.70.18.200/32,0.0.0.0/0, , 
Permit_TCP_170.70.18_Any,permit,tcp,170.70.18.0/24,0.0.0.0/0,any,any
Permit_UDP_170.70.18_Any,permit,udp,170.70.18.0/24,0.0.0.0/0,any,any
Deny_IP_Any_Any,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
Deny_UDP_4444,deny,udp,0.0.0.0/0,0.0.0.0/0,1025-65535,4444
Deny_UDP_4996,deny,udp,0.0.0.0/0,0.0.0.0/0,1025-65535,4996
Deny_UDP_69,deny,udp,0.0.0.0/0,0.0.0.0/0,1025-65535,69
Deny_IP_10.0.0.0,deny,ip,10.0.0.0/24,0.0.0.0/0, , 
Deny_IP_127.0.0.0,deny,ip,127.0.0.0/24,0.0.0.0/0, , 
Deny_IP_169.254.0.0,deny,ip,169.254.0.0/16,0.0.0.0/0, , 
Deny_IP_192.0.0.0,deny,ip,192.0.0.0/8,0.0.0.0/0, , 
Permit_UDP_0.0.0.0,permit,udp,0.0.0.0/0,255.255.255.255/32,68,67
Permit_icmp_170.70.19.0_reply,permit,icmp,170.70.19.0/24,0.0.0.0/0,any,any
Permit_icmp_170.70.19.0_request,permit,icmp,170.70.19.0/24,0.0.0.0/0,any,any
Deny_icmp_Any,deny,icmp,0.0.0.0/0,0.0.0.0/0,any,any
Permit_igmp_224.77.0.0,permit,igmp,170.70.19.0/24,224.77.0.0/16,any,any
Permit_igmp_239.0.0.0,permit,igmp,170.70.19.0/24,239.0.0.0/8,any,any
Deny_IGMP_Any,deny,igmp,0.0.0.0/0,0.0.0.0/0,any,any
Permit_IP_170.70.19.173,permit,ip,170.70.19.173/32,170.70.68.157/32, , 
Permit_IP_170.70.19.62,permit,ip,170.70.19.62/32,170.70.49.194/32, , 
Permit_IP_170.70.19.42,permit,ip,170.70.19.42/32,170.70.49.194/32, , 
Permit_IP_170.70.19.59,permit,ip,170.70.19.59/32,170.70.49.194/32, , 
Permit_IP_170.70.19.56,permit,ip,170.70.19.56/32,170.70.49.194/32, , 
Permit_IP_170.70.19.55,permit,ip,170.70.19.55/32,170.70.49.194/32, , 
Permit_IP_170.70.19.53,permit,ip,170.70.19.53/32,170.70.49.194/32, , 
Permit_IP_170.70.19.62_2,permit,ip,170.70.19.62/32,170.70.13.29/32, , 
Permit_IP_170.70.19.42_2,permit,ip,170.70.19.42/32,170.70.13.29/32, , 
Permit_IP_170.70.19.59_2,permit,ip,170.70.19.59/32,170.70.13.29/32, , 
Permit_IP_170.70.19.56_2,permit,ip,170.70.19.56/32,170.70.13.29/32, , 
Permit_IP_170.70.19.55_2,permit,ip,170.70.19.55/32,170.70.13.29/32, , 
Permit_IP_170.70.19.53_2,permit,ip,170.70.19.53/32,170.70.13.29/32, , 
Permit_IP_170.70.19.62_3,permit,ip,170.70.19.62/32,170.70.13.30/32, , 
Permit_IP_170.70.19.42_3,permit,ip,170.70.19.42/32,170.70.13.30/32, , 
Permit_IP_170.70.19.59_3,permit,ip,170.70.19.59/32,170.70.13.30/32, , 
Permit_IP_170.70.19.56_3,permit,ip,170.70.19.56/32,170.70.13.30/32, , 
Permit_IP_170.70.19.55_3,permit,ip,170.70.19.55/32,170.70.13.30/32, , 
Permit_IP_170.70.19.53_3,permit,ip,170.70.19.53/32,170.70.13.30/32, , 
Permit_IP_170.70.19.62_30,permit,ip,170.70.19.62/32,170.70.13.50/32, , 
Permit_IP_170.70.19.42_30,permit,ip,170.70.19.42/32,170.70.13.50/32, , 
Permit_IP_170.70.19.59_30,permit,ip,170.70.19.59/32,170.70.13.50/32, , 
Permit_IP_170.70.19.56_30,permit,ip,170.70.19.56/32,170.70.13.50/32, , 
Permit_IP_170.70.19.55_30,permit,ip,170.70.19.55/32,170.70.13.50/32, , 
Permit_IP_170.70.19.53_10,permit,ip,170.70.19.53/32,170.70.13.50/32, , 
Permit_IP_170.70.19.62_4,permit,ip,170.70.19.62/32,170.70.13.199/32, , 
Permit_IP_170.70.19.42_4,permit,ip,170.70.19.42/32,170.70.13.199/32, , 
Permit_IP_170.70.19.59:4,permit,ip,170.70.19.59/32,170.70.13.199/32, , 
Permit_IP_170.70.19.56_4,permit,ip,170.70.19.56/32,170.70.13.199/32, , 
Permit_IP_170.70.19.55_4,permit,ip,170.70.19.55/32,170.70.13.199/32, , 
Permit_IP_170.70.19.53_4,permit,ip,170.70.19.53/32,170.70.13.199/32, , 
Permit_TCP_170.70.19.62_4,permit,tcp,170.70.19.62/32,170.70.115.76/32,any,80
Permit_TCP_170.70.19.42_4,permit,tcp,170.70.19.42/32,170.70.115.76/32,any,80
Permit_TCP_170.70.19.59_4,permit,tcp,170.70.19.59/32,170.70.115.76/32,any,80
Permit_TCP_170.70.19.56_4,permit,tcp,170.70.19.56/32,170.70.115.76/32,any,80
Permit_TCP_170.70.19.55_4,permit,tcp,170.70.19.55/32,170.70.115.76/32,any,80
Permit_TCP_170.70.19.53_4,permit,tcp,170.70.19.53/32,170.70.115.76/32,any,80
Permit_TCP_170.70.19.62_5,permit,tcp,170.70.19.62/32,170.70.115.76/32,any,443
Permit_TCP_170.70.19.42_5,permit,tcp,170.70.19.42/32,170.70.115.76/32,any,443
Permit_TCP_170.70.19.59_5,permit,tcp,170.70.19.59/32,170.70.115.76/32,any,443
Permit_TCP_170.70.19.56_5,permit,tcp,170.70.19.56/32,170.70.115.76/32,any,443
Permit_TCP_170.70.19.55_5,permit,tcp,170.70.19.55/32,170.70.115.76/32,any,443
Permit_TCP_170.70.19.53_5,permit,tcp,170.70.19.53/32,170.70.115.76/32,any,443
Permit_TCP_170.70.19.53_50,permit,tcp,170.70.19.53/32,170.70.115.76/32,any,443
Permit_IP_170.70.19.173_59.99_50,permit,ip,170.70.19.173/32,170.70.59.99/32, , 
Permit_IP_170.70.19.173_58.99_50,permit,ip,170.70.19.173/32,170.70.58.99/32, , 
Permit_ESP_170.70.19.0_170.70,permit,esp,170.70.19.0/24,170.70.0.0/16,any,any
Permit_TCP_170.70.19.0_170.70,permit,tcp,170.70.19.0/24,170.70.0.0/16,any,any
Permit_UDP_170.70.19.0_170.70,permit,udp,170.70.19.0/24,170.70.0.0/16,any,any
Deny_IP_170.70.19.0_170.70,deny,ip,170.70.19.0/24,170.70.0.0/16, , 
Permit_TCP_170.70.19.0_172.16,permit,tcp,170.70.19.0/24,172.16.0.0/16,any,any
Permit_UDP_170.70.19.0_172.16,permit,udp,170.70.19.0/24,172.16.0.0/16,any,any
Deny_IP_170.70.19.0_172.16,deny,ip,170.70.19.0/24,172.16.0.0/16, , 
Permit_TCP_170.70.19.0_172.17,permit,tcp,170.70.19.0/24,172.17.0.0/16,any,any
Permit_UDP_170.70.19.0_172.17,permit,udp,170.70.19.0/24,172.17.0.0/16,any,any
Deny_IP_170.70.19.0_172.17,deny,ip,170.70.19.0/24,172.17.0.0/16, , 
Permit_TCP_170.70.19.0_172.18,permit,tcp,170.70.19.0/24,172.18.0.0/16,any,any
Permit_UDP_170.70.19.0_172.18,permit,udp,170.70.19.0/24,172.18.0.0/16,any,any
Deny_IP_170.70.19.0_172.18,deny,ip,170.70.19.0/24,172.18.0.0/16, , 
Permit_TCP_170.70.19.0_172.24,permit,tcp,170.70.19.0/24,172.24.0.0/16,any,any
Permit_UDP_170.70.19.0_172.24,permit,udp,170.70.19.0/24,172.24.0.0/16,any,any
Deny_IP_170.70.19.0_172.24,deny,ip,170.70.19.0/24,172.24.0.0/16, , 
Deny_IP_170.70.19.1,deny,ip,170.70.19.1/32,0.0.0.0/0, , 
Deny_IP_170.70.19.2,deny,ip,170.70.19.2/32,0.0.0.0/0, , 
Deny_IP_170.70.19.3,deny,ip,170.70.19.3/32,0.0.0.0/0, , 
Deny_IP_170.70.19.4,deny,ip,170.70.19.4/32,0.0.0.0/0, , 
Deny_IP_170.70.19.5,deny,ip,170.70.19.5/32,0.0.0.0/0, , 
Deny_IP_170.70.19.7,deny,ip,170.70.19.7/32,0.0.0.0/0, , 
Deny_IP_170.70.19.8,deny,ip,170.70.19.8/32,0.0.0.0/0, , 
Deny_IP_170.70.19.9,deny,ip,170.70.19.9/32,0.0.0.0/0, , 
Deny_IP_170.70.19.26,deny,ip,170.70.19.26/32,0.0.0.0/0, , 
Deny_IP_170.70.19.59,deny,ip,170.70.19.59/32,0.0.0.0/0, , 
Deny_IP_170.70.19.75,deny,ip,170.70.19.75/32,0.0.0.0/0, , 
Deny_IP_170.70.19.194,deny,ip,170.70.19.194/32,0.0.0.0/0, , 
Deny_IP_170.70.19.201,deny,ip,170.70.19.201/32,0.0.0.0/0, , 
Deny_IP_170.70.19.205,deny,ip,170.70.19.205/32,0.0.0.0/0, , 
Deny_IP_170.70.19.252,deny,ip,170.70.19.252/32,0.0.0.0/0, , 
Deny_IP_170.70.19.253,deny,ip,170.70.19.253/32,0.0.0.0/0, , 
Permit_TCP_170.70.19_Any,permit,tcp,170.70.19.0/24,0.0.0.0/0,any,any
Permit_UDP_170.70.19_Any,permit,udp,170.70.19.0/24,0.0.0.0/0,any,any
Deny_IP_Any_Any,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
acl_Deny_UDP_4444,deny,udp,0.0.0.0/0,0.0.0.0/0,1024-65535,4444
acl_Deny_UDP_4996,deny,udp,0.0.0.0/0,0.0.0.0/0,1024-65535,4996
acl_Deny_UDP_69,deny,udp,0.0.0.0/0,0.0.0.0/0,1024-65535,69
acl_Deny_IP_10.0.0.0,deny,ip,10.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_127.0.0.0,deny,ip,127.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_169.254.0.0,deny,ip,169.254.0.0/16,0.0.0.0/0, , 
acl_Deny_IP_192.0.0.0,deny,ip,192.0.0.0/8,0.0.0.0/0, , 
acl_Permit_DHCP,permit,udp,0.0.0.0/0,0.0.0.0/0,68,any
Permit_170.70.20.0_reply,permit,icmp,170.70.20.0/24,0.0.0.0/0,any,any
Permit_170.70.20.0_request,permit,icmp,170.70.20.0/24,0.0.0.0/0,any,any
acl_Deny_ICMP,deny,icmp,0.0.0.0/0,0.0.0.0/0,any,any
acl_Permit_Multicast_224.77,permit,igmp,170.70.20.0/24,224.77.0.0/16,any,any
acl_Permit_Multicast_239.0,permit,igmp,170.70.20.0/24,239.0.0.0/8,any,any
acl_Deny_Multicast,deny,igmp,0.0.0.0/0,0.0.0.0/0,any,any
acl_Permit_ESP_170.70.0.0,permit,esp,170.70.20.0/24,170.70.0.0/16,any,any
acl_Permit_TCP_170.70.0.0,permit,tcp,170.70.20.0/24,170.70.0.0/16,any,any
acl_Permit_UDP_170.70.0.0,permit,udp,170.70.20.0/24,170.70.0.0/16,any,any
acl_Deny_IP_170.70.20.0,deny,ip,170.70.20.0/24,170.70.0.0/16, , 
acl_Permit_TCP_172.16.0.0,permit,tcp,170.70.20.0/24,172.16.0.0/16,any,any
acl_Permit_UDP_172.16.0.0,permit,udp,170.70.20.0/24,172.16.0.0/16,any,any
acl_Deny_IP_172.16.0.0,deny,ip,170.70.20.0/24,172.16.0.0/16, , 
acl_Permit_TCP_172.17.0.0,permit,tcp,170.70.20.0/24,172.17.0.0/16,any,any
acl_Permit_UDP_172.17.0.0,permit,udp,170.70.20.0/24,172.17.0.0/16,any,any
acl_Deny_IP_172.17.0.0,deny,ip,170.70.20.0/24,172.17.0.0/16, , 
acl_Permit_TCP_172.18.0.0,permit,tcp,170.70.20.0/24,172.18.0.0/16,any,any
acl_Permit_UDP_172.18.0.0,permit,udp,170.70.20.0/24,172.18.0.0/16,any,any
acl_Deny_IP_172.18.0.0,deny,ip,170.70.20.0/24,172.18.0.0/16, , 
acl_Permit_TCP_172.24.0.0,permit,tcp,170.70.20.0/24,172.24.0.0/16,any,any
acl_Permit_UDP_172.24.0.0,permit,udp,170.70.20.0/24,172.24.0.0/16,any,any
acl_Deny_IP_172.24.0.0,deny,ip,170.70.20.0/24,172.24.0.0/16, , 
acl_Deny_Internet_170.70.20.1,deny,ip,170.70.20.1/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.20.2,deny,ip,170.70.20.2/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.20.3,deny,ip,170.70.20.3/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.20.5,deny,ip,170.70.20.5/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.20.7,deny,ip,170.70.20.7/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.20.9,deny,ip,170.70.20.9/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.20.18,deny,ip,170.70.20.18/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.20.20,deny,ip,170.70.20.20/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.20.208,deny,ip,170.70.20.208/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.20.231,deny,ip,170.70.20.231/32,0.0.0.0/0, , 
acl_Permit_TCP_170.70.20.0_ANY,permit,tcp,170.70.20.0/24,0.0.0.0/0,any,any
acl_Permit_UDP_170.70.20.0_ANY,permit,udp,170.70.20.0/24,0.0.0.0/0,any,any
acl_Deny_Any_Any,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
acl_Deny_UDP_4996,deny,udp,0.0.0.0/0,0.0.0.0/0,1024-65535,4996
acl_Deny_UDP_69,deny,udp,0.0.0.0/0,0.0.0.0/0,1024-65535,69
acl_Deny_IP_10.0.0.0,deny,ip,10.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_127.0.0.0,deny,ip,127.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_169.254.0.0,deny,ip,169.254.0.0/16,0.0.0.0/0, , 
acl_Deny_IP_192.0.0.0,deny,ip,192.0.0.0/8,0.0.0.0/0, , 
acl_Permit_DHCP,permit,udp,0.0.0.0/0,0.0.0.0/0,68,any
Permit_170.70.37.0_reply,permit,icmp,170.70.37.0/24,0.0.0.0/0,any,any
Permit_170.70.37.0_request,permit,icmp,170.70.37.0/24,0.0.0.0/0,any,any
acl_Deny_ICMP,deny,icmp,0.0.0.0/0,0.0.0.0/0,any,any
acl_Permit_Multicast_224.77,permit,igmp,170.70.37.0/24,224.77.0.0/16,any,any
acl_Permit_Multicast_239.0,permit,igmp,170.70.37.0/24,239.0.0.0/8,any,any
acl_Deny__Multicast,deny,igmp,0.0.0.0/0,0.0.0.0/0,any,any
acl_Permit_Esp_170.70.0.0,permit,esp,170.70.37.0/24,170.70.0.0/16,any,any
acl_Permit_tcp_170.70.0.0,permit,tcp,170.70.37.0/24,170.70.0.0/16,any,any
acl_Permit_udp_170.70.0.0,permit,udp,170.70.37.0/24,170.70.0.0/16,any,any
acl_Deny_IP_170.70.0.0,deny,ip,170.70.37.0/24,170.70.0.0/16, , 
acl_Permit_tcp_170.16.0.0,permit,tcp,170.70.37.0/24,170.16.0.0/16,any,any
acl_Permit_udp_170.16.0.0,permit,udp,170.70.37.0/24,170.16.0.0/16,any,any
acl_Deny_IP_170.16.0.0,deny,ip,170.70.37.0/24,170.16.0.0/16, , 
acl_Permit_tcp_172.17.0.0,permit,tcp,170.70.37.0/24,172.17.0.0/16,any,any
acl_Permit_udp_172.17.0.0,permit,udp,170.70.37.0/24,172.17.0.0/16,any,any
acl_Deny_IP_172.17.0.0,deny,ip,170.70.37.0/24,172.17.0.0/16, , 
acl_Permit_tcp_172.18.0.0,permit,tcp,170.70.37.0/24,172.18.0.0/16,any,any
acl_Permit_udp_172.18.0.0,permit,udp,170.70.37.0/24,172.18.0.0/16,any,any
acl_Deny_IP_172.18.0.0,deny,ip,170.70.37.0/24,172.18.0.0/16, , 
acl_Permit_tcp_172.24.0.0,permit,tcp,170.70.37.0/24,172.24.0.0/16,any,any
acl_Permit_udp_172.24.0.0,permit,udp,170.70.37.0/24,172.24.0.0/16,any,any
acl_Deny_IP_172.24.0.0,deny,ip,170.70.37.0/24,172.24.0.0/16, , 
acl_Deny_Internet_170.70.37.1,deny,ip,170.70.37.1/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.3,deny,ip,170.70.37.3/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.4,deny,ip,170.70.37.4/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.5,deny,ip,170.70.37.5/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.6,deny,ip,170.70.37.6/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.7,deny,ip,170.70.37.7/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.8,deny,ip,170.70.37.8/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.9,deny,ip,170.70.37.9/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.10,deny,ip,170.70.37.10/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.12,deny,ip,170.70.37.12/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.13,deny,ip,170.70.37.13/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.16,deny,ip,170.70.37.16/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.21,deny,ip,170.70.37.21/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.22,deny,ip,170.70.37.22/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.23,deny,ip,170.70.37.23/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.30,deny,ip,170.70.37.30/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.31,deny,ip,170.70.37.31/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.32,deny,ip,170.70.37.32/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.33,deny,ip,170.70.37.33/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.34,deny,ip,170.70.37.34/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.42,deny,ip,170.70.37.42/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.49,deny,ip,170.70.37.49/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.51,deny,ip,170.70.37.51/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.53,deny,ip,170.70.37.53/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.84,deny,ip,170.70.37.84/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.91,deny,ip,170.70.37.91/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.94,deny,ip,170.70.37.94/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.98,deny,ip,170.70.37.98/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.104,deny,ip,170.70.37.104/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.105,deny,ip,170.70.37.105/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.118,deny,ip,170.70.37.118/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.119,deny,ip,170.70.37.119/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.120,deny,ip,170.70.37.120/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.121,deny,ip,170.70.37.121/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.150,deny,ip,170.70.37.150/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.153,deny,ip,170.70.37.153/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.154,deny,ip,170.70.37.154/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.161,deny,ip,170.70.37.161/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.174,deny,ip,170.70.37.174/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.186,deny,ip,170.70.37.186/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.188,deny,ip,170.70.37.188/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.189,deny,ip,170.70.37.189/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.190,deny,ip,170.70.37.190/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.191,deny,ip,170.70.37.191/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.192,deny,ip,170.70.37.192/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.193,deny,ip,170.70.37.193/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.194,deny,ip,170.70.37.194/32,0.0.0.0/0, , 
acl_Deny_Internet_170.70.37.197,deny,ip,170.70.37.197/32,0.0.0.0/0, , 
